"","ID","ch","sex","stage","tail","stream","trout"
"5068","GP900113001674530","000000000000000000000000000000000000000000000000000000010000000000000000","M","A","Full","Zigzag","Absent"
"5069","GP900113001674537","000000000000000000000000000000000000000000000000000000010000001000000000","U","L","Full","Zigzag","Absent"
"5070","GP900113001674539","000000000000000000000000000000000000000000000000000000010000000000000000","U","L","Damaged","Zigzag","Absent"
"5071","GP900113001674541","000000000000000000000000000000000000000000000000000000010000000000000000","U","L","Damaged","Zigzag","Absent"
"5072","GP900113001674548","000000000000000000000000000000000000000000000000000000010000000000000000","U","L","Full","Zigzag","Absent"
"5073","GP900113001674554","000000000000000000000000000000000000000000000000000000010000000000000000","U","L","Full","Zigzag","Absent"
"5074","GP900113001674555","000000000000000000000000000000000000000000000000000000010000000000000000","U","L","Full","Zigzag","Absent"
"5075","GP900113001674557","000000000000000000000000000000000000000000000000000000010000000000000000","F","A","Full","Zigzag","Absent"
"5076","GP900113001674570","000000000000000000000000000000000000000000000000000000010000000000000000","F","A","Full","Zigzag","Absent"
"5077","GP900113001674572","000000000000000000000000000000000000000000000000000000010000000000000000","U","L","Full","Zigzag","Absent"
"5078","GP900113001674573","000000000000000000000000000000000000000000000000000000010000000000000000","U","L","Full","Zigzag","Absent"
"5079","GP900113001674575","000000000000000000000000000000000000000000000000000000010000000000000000","U","L","Full","Zigzag","Absent"
"5080","GP900113001674583","000000000000000000000000000000000000000000000000000000010000000000000000","U","L","Full","Zigzag","Absent"
"5081","GP900113001674584","000000000000000000000000000000000000000000000000000000010100000000000000","M","A","Full","Zigzag","Absent"
"5082","GP900113001674585","000000000000000000000000000000000000000000000000000000010000000000000000","U","L","Full","Zigzag","Absent"
"5083","GP900113001674586","000000000000000000000000000000000000000000000000000000010000000000000000","U","L","Full","Zigzag","Absent"
"5084","GP900113001674595","000000000000000000000000000000000000000000000000000000010000000000000000","U","L","Full","Zigzag","Absent"
"5085","GP900113001674599","000000000000000000000000000000000000000000000000000000010000100001000000","M","A","Full","Zigzag","Absent"
"5086","GP999002018052533","000000000000000000000000000000000000000000000000000000010000000000000000","U","L","Full","Zigzag","Absent"
"5087","GP900113001674304","000000000000000000000000000000000000000000000000000000001000000000000000","F","A","Full","Zigzag","Absent"
"5088","GP900113001674311","000000000000000000000000000000000000000000000000000000001000000000000000","U","L","Full","Zigzag","Absent"
"5089","GP900113001674317","000000000000000000000000000000000000000000000000000000001000000000000000","U","L","Full","Zigzag","Absent"
"5090","GP900113001674322","000000000000000000000000000000000000000000000000000000001000000000000000","M","A","Damaged","Zigzag","Absent"
"5091","GP900113001674346","000000000000000000000000000000000000000000000000000000001100000000000000","F","A","Full","Zigzag","Absent"
"5092","GP900113001674347","000000000000000000000000000000000000000000000000000000001000000000000000","U","L","Full","Zigzag","Absent"
"5093","GP900113001674349","000000000000000000000000000000000000000000000000000000001000000000000000","F","A","Full","Zigzag","Absent"
"5094","GP900113001674351","000000000000000000000000000000000000000000000000000000001000000000000000","F","A","Full","Zigzag","Absent"
"5095","GP900113001674361","000000000000000000000000000000000000000000000000000000001010100000000000","U","L","Full","Zigzag","Absent"
"5096","GP900113001674364","000000000000000000000000000000000000000000000000000000001000000000000000","U","L","Damaged","Zigzag","Absent"
"5097","GP900113001674367","000000000000000000000000000000000000000000000000000000001000000000000000","M","A","Damaged","Zigzag","Absent"
"5098","GP900113001674370","000000000000000000000000000000000000000000000000000000001000000000000000","U","L","Full","Zigzag","Absent"
"5099","GP900113001674380","000000000000000000000000000000000000000000000000000000001000000000000000","F","A","Full","Zigzag","Absent"
"5100","GP900113001674381","000000000000000000000000000000000000000000000000000000001000000000000000","U","L","Full","Zigzag","Absent"
"5101","GP900113001674387","000000000000000000000000000000000000000000000000000000001000000000000000","M","A","Damaged","Zigzag","Absent"
"5102","GP900113001674395","000000000000000000000000000000000000000000000000000000001000000000000000","U","L","Full","Zigzag","Absent"
"5103","GP900113001674399","000000000000000000000000000000000000000000000000000000001000000000000000","U","L","Full","Zigzag","Absent"
"5104","GP900113001674101","000000000000000000000000000000000000000000000000000000000100000000000000","M","A","Full","Zigzag","Absent"
"5105","GP900113001674102","000000000000000000000000000000000000000000000000000000000100000000000000","U","L","Full","Zigzag","Absent"
"5106","GP900113001674108","000000000000000000000000000000000000000000000000000000000100000000000000","F","A","Damaged","Zigzag","Absent"
"5107","GP900113001674109","000000000000000000000000000000000000000000000000000000000100000000000000","F","A","Full","Zigzag","Absent"
"5108","GP900113001674124","000000000000000000000000000000000000000000000000000000000100000000000000","U","L","Damaged","Zigzag","Absent"
"5109","GP900113001674131","000000000000000000000000000000000000000000000000000000000100000000000000","F","A","Damaged","Zigzag","Absent"
"5110","GP900113001674163","000000000000000000000000000000000000000000000000000000000100000000000000","U","L","Full","Zigzag","Absent"
"5111","GP900113001674175","000000000000000000000000000000000000000000000000000000000100000000000000","F","A","Full","Zigzag","Absent"
"5112","GP900113001674205","000000000000000000000000000000000000000000000000000000000100000000000000","M","A","Full","Zigzag","Absent"
"5113","GP900113001674107","000000000000000000000000000000000000000000000000000000000010000000010000","U","L","Full","Zigzag","Absent"
"5114","GP900113001674110","000000000000000000000000000000000000000000000000000000000010000000000000","U","L","Damaged","Zigzag","Absent"
"5115","GP900113001674114","000000000000000000000000000000000000000000000000000000000010000000000010","U","L","Full","Zigzag","Absent"
"5116","GP900113001674119","000000000000000000000000000000000000000000000000000000000010000100000000","U","L","Full","Zigzag","Absent"
"5117","GP900113001674120","000000000000000000000000000000000000000000000000000000000010000000000000","M","A","Full","Zigzag","Absent"
"5118","GP900113001674123","000000000000000000000000000000000000000000000000000000000010000000000000","U","L","Full","Zigzag","Absent"
"5119","GP900113001674142","000000000000000000000000000000000000000000000000000000000010000000000000","F","A","Full","Zigzag","Absent"
"5120","GP900113001674144","000000000000000000000000000000000000000000000000000000000010000000000000","U","L","Full","Zigzag","Absent"
"5121","GP900113001674152","000000000000000000000000000000000000000000000000000000000010000000000000","U","L","Damaged","Zigzag","Absent"
"5122","GP900113001674155","000000000000000000000000000000000000000000000000000000000010000000100000","F","A","Full","Zigzag","Absent"
"5123","GP900113001674158","000000000000000000000000000000000000000000000000000000000010000000000000","F","A","Full","Zigzag","Absent"
"5124","GP900113001674167","000000000000000000000000000000000000000000000000000000000010000000000000","U","L","Full","Zigzag","Absent"
"5125","GP900113001674171","000000000000000000000000000000000000000000000000000000000010000000000000","M","A","Full","Zigzag","Absent"
"5126","GP900113001674178","000000000000000000000000000000000000000000000000000000000010000000000000","U","L","Damaged","Zigzag","Absent"
"5127","GP900113001674188","000000000000000000000000000000000000000000000000000000000010000100000000","U","L","Full","Zigzag","Absent"
"5128","GP900113001674193","000000000000000000000000000000000000000000000000000000000011000000000000","M","A","Full","Zigzag","Absent"
"5129","GP900113001674758","000000000000000000000000000000000000000000000000000000000010000000000000","M","A","Full","Zigzag","Absent"
"5130","GP900113001674151","000000000000000000000000000000000000000000000000000000000001000000000000","F","A","Full","Zigzag","Absent"
"5131","GP900113001674161","000000000000000000000000000000000000000000000000000000000001000000000000","F","A","Full","Zigzag","Absent"
"5132","GP900113001674162","000000000000000000000000000000000000000000000000000000000001000000000000","M","A","Damaged","Zigzag","Absent"
"5133","GP900113001674169","000000000000000000000000000000000000000000000000000000000001000000000000","U","L","Full","Zigzag","Absent"
"5134","GP900113001674172","000000000000000000000000000000000000000000000000000000000001100000000000","F","A","Full","Zigzag","Absent"
"5135","GP900113001674173","000000000000000000000000000000000000000000000000000000000001000010000000","U","L","Full","Zigzag","Absent"
"5136","GP900113001674177","000000000000000000000000000000000000000000000000000000000001000000000000","U","L","Full","Zigzag","Absent"
"5137","GP900113001674182","000000000000000000000000000000000000000000000000000000000001000000000000","U","L","Damaged","Zigzag","Absent"
"5138","GP900113001674187","000000000000000000000000000000000000000000000000000000000001000000000000","F","A","Full","Zigzag","Absent"
"5139","GP900113001674189","000000000000000000000000000000000000000000000000000000000001000000000000","M","A","Full","Zigzag","Absent"
"5140","GP900113001674199","000000000000000000000000000000000000000000000000000000000001000000000000","U","L","Damaged","Zigzag","Absent"
"5141","GP900215000823103","000000000000000000000000000000000000000000000000000000000000101000000000","U","L","Full","Zigzag","Absent"
"5142","GP900215000823104","000000000000000000000000000000000000000000000000000000000000100000000000","U","L","Full","Zigzag","Absent"
"5143","GP900215000823112","000000000000000000000000000000000000000000000000000000000000100000000000","M","A","Damaged","Zigzag","Absent"
"5144","GP900215000823117","000000000000000000000000000000000000000000000000000000000000101000000000","F","A","Full","Zigzag","Absent"
"5145","GP900215000823139","000000000000000000000000000000000000000000000000000000000000100000000000","U","L","Full","Zigzag","Absent"
"5146","GP900215000823145","000000000000000000000000000000000000000000000000000000000000100000000000","M","A","Full","Zigzag","Absent"
"5147","GP900215000823147","000000000000000000000000000000000000000000000000000000000000100000000000","U","L","Damaged","Zigzag","Absent"
"5148","GP900215000823154","000000000000000000000000000000000000000000000000000000000000111000000000","U","L","Full","Zigzag","Absent"
"5149","GP900215000823155","000000000000000000000000000000000000000000000000000000000000100000000000","F","M","Full","Zigzag","Absent"
